Name,Platform,Genre,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,XGRP
Micro Machines V4,PSP,Racing,2006.0,Codemasters,1,0,0,0,A
Murdered: Soul Suspect,XOne,Action,2014.0,Square Enix,8,7,0,1,A
Guitar Hero: Metallica,PS2,Misc,2009.0,Activision,17,13,0,4,A
Earth Defense Force 4.1: The Shadow of New Despair,PS4,Shooter,2015.0,Xseed Games,2,2,0,1,A
Wedding Planner: Dream Weddings Guaranteed,DS,Simulation,2010.0,DTP Entertainment,0,1,0,0,A
Transformers: Prime,Wii,Action,2012.0,Activision,0,1,0,0,A
Sushi Academy,DS,Action,2009.0,DTP Entertainment,8,0,0,1,A
Aliens: Colonial Marines,X360,Shooter,2013.0,Sega,36,37,0,7,A
Pokemon Trozei!,DS,Puzzle,2005.0,Nintendo,26,0,31,2,A
Total Overdose: A Gunslinger's Tale in Mexico,XB,Shooter,2005.0,Eidos Interactive,2,1,0,0,A
World Series of Poker,GC,Misc,2005.0,Activision Value,4,1,0,0,A
Teenage Mutant Ninja Turtles,PS2,Action,2003.0,Konami Digital Entertainment,45,35,0,12,A
Samurai Warriors 2: Empires,PS2,Action,2006.0,Tecmo Koei,0,0,19,0,A
Turning Point: Fall of Liberty,PS3,Shooter,2008.0,Codemasters,21,1,0,2,A
Deception IV: Blood Ties,PSV,Action,2014.0,Tecmo Koei,3,3,7,2,A
Quake 4,PC,Shooter,2005.0,Activision,0,2,0,0,A
SingStar,PS3,Misc,2007.0,Sony Computer Entertainment,45,57,0,13,A
Syphon Filter 2,PS,Shooter,2000.0,Sony Computer Entertainment,150,55,2,8,A
Wave Race 64,N64,Racing,1996.0,Nintendo,198,57,34,4,A
Marvel Nemesis: Rise of the Imperfects,XB,Fighting,2005.0,Electronic Arts,21,6,0,1,A
Baldur's Gate: Dark Alliance,GBA,Role-Playing,2004.0,Destination Software: Inc,2,1,0,0,A
Bomberman 64,N64,Puzzle,1997.0,Hudson Soft,50,20,31,3,A
Coded Arms,PSP,Shooter,2005.0,Konami Digital Entertainment,28,28,0,18,A
Baten Kaitos: Eternal Wings and the Lost Ocean,GC,Role-Playing,2003.0,Nintendo,21,5,0,1,A
Spongebob Squarepants / Fairly Odd Parents Double Pack,GBA,Action,2005.0,THQ,11,4,0,0,A
Call of Juarez,X360,Shooter,2007.0,Ubisoft,14,2,0,1,A
Brothers In Arms DS,DS,Shooter,2007.0,Ubisoft,3,0,0,0,A
Castlevania: Dawn of Sorrow,DS,Platform,2005.0,Konami Digital Entertainment,37,4,3,4,A
Tetris Worlds,PS2,Puzzle,2002.0,THQ,111,71,0,27,A
Overlord,PC,Strategy,2007.0,Codemasters,0,2,0,0,A
Aliens versus Predator: Extinction,XB,Strategy,2003.0,Electronic Arts,6,2,0,0,A
Dissidia: Final Fantasy,PSP,Fighting,2008.0,Square Enix,51,51,91,32,A
X3: Terran War Pack,PC,Misc,2012.0,Deep Silver,0,2,0,0,A
Ridge Racer DS,DS,Racing,2004.0,Namco Bandai Games,14,0,0,1,A
Young Justice: Legacy,X360,Action,2013.0,Namco Bandai Games,0,1,0,0,A
SingStar Dance,PS3,Misc,2010.0,Sony Computer Entertainment,9,32,0,12,A
F1 2002,GBA,Racing,2002.0,Destination Software: Inc,1,1,0,0,A
Need for Speed Carbon,X360,Racing,2006.0,Electronic Arts,76,70,2,18,A
Renai 0 Kilometer,PSP,Adventure,2013.0,Alchemist,0,0,3,0,A
Midnight Club: Street Racing,PS2,Racing,2000.0,Take-Two Interactive,200,47,2,14,A
The Wonderful 101,WiiU,Action,2013.0,Nintendo,20,10,8,3,A
Future Tactics: The Uprising,XB,Strategy,2004.0,JoWood Productions,2,1,0,0,A
Teenage Mutant Ninja Turtles II: The Arcade Game,NES,Action,1990.0,Konami Digital Entertainment,174,25,21,3,A
Natsuiro no Sunadokei,PS2,Adventure,2002.0,Princess Soft,0,0,2,0,A
Puyo Pop Fever,GC,Puzzle,2004.0,Sega,1,0,0,0,A
Risk: Global Domination,PS2,Strategy,2003.0,Atari,19,15,0,5,A
Puss in Boots,DS,Action,2011.0,THQ,9,1,0,1,A
SD Gundam Force: Showdown!,PS2,Shooter,2004.0,Namco Bandai Games,2,1,0,0,A
Cars Toon: Mater's Tall Tales,Wii,Misc,2010.0,Disney Interactive Studios,46,2,0,3,A
Brooktown High: Senior Year,PSP,Simulation,2007.0,Konami Digital Entertainment,9,0,0,1,A
Yogi Bear: The Video Game,Wii,Action,2010.0,D3Publisher,6,5,0,1,A
Ookami Kakushi,PSP,Action,2009.0,Konami Digital Entertainment,0,0,4,0,A
Aquarium by DS,DS,Simulation,2008.0,Mercury Games,5,0,0,0,A
Dragon Ball Z: Burst Limit,X360,Fighting,2008.0,Atari,24,18,3,5,A
Lost Planet 3,X360,Shooter,2013.0,Capcom,7,4,1,1,A
Virtual Hydlide,SAT,Role-Playing,1995.0,Sega,0,0,11,0,A
Car Battler Joe,GBA,Role-Playing,2001.0,Victor Interactive,1,1,0,0,A
Harry Potter and the Half-Blood Prince,DS,Action,2009.0,Electronic Arts,21,35,0,7,A
Stunt Race FX,SNES,Racing,1993.0,Nintendo,0,0,35,0,A
History Civil War: Secret Missions,X360,Shooter,2008.0,Activision,12,0,0,1,A
The Price is Right,DS,Misc,2008.0,Ubisoft,46,0,0,4,A
Pac-Man World 3,PSP,Platform,2005.0,Namco Bandai Games,7,0,0,1,A
Supermodel Makeover by Lauren Luke,DS,Simulation,2009.0,Avanquest,0,2,0,0,A
Pariah,XB,Action,2005.0,Hip Interactive,8,2,0,0,A
Halo 5: Guardians,XOne,Shooter,2015.0,Microsoft Game Studios,264,120,3,39,A
Warhammer 40:000: Squad Command,PSP,Strategy,2007.0,THQ,11,14,0,8,A
DS Bungaku Zenshuu,DS,Misc,2007.0,Nintendo,0,0,26,0,A
The Darkness II,PC,Shooter,2012.0,Take-Two Interactive,10,3,0,1,A
Capcom Digital Collection,X360,Action,2012.0,Capcom,2,1,0,0,A
Medal of Honor: Rising Sun,GC,Shooter,2003.0,Electronic Arts,33,9,0,1,A
Vegas Casino,DS,Misc,2007.0,Neko Entertainment,3,0,0,0,A
The Ultimate Battle of the Sexes,Wii,Misc,2010.0,DTP Entertainment,1,1,0,0,A
Dragon's Dogma Online,PS4,Role-Playing,2015.0,Capcom,0,0,8,0,A
Persona 4: Arena Ultimax,PS3,Fighting,2014.0,Atlus,0,1,13,0,A
Space Chimps,DS,Platform,2008.0,Brash Entertainment,5,0,0,0,A
Spider-Man 2,DS,Action,2004.0,Activision,41,2,3,4,A
Mobile Suit Gundam: Climax U.C.,PS2,Action,2006.0,Namco Bandai Games,0,0,23,0,A
Uncharted 2: Among Thieves,PS3,Action,2009.0,Sony Computer Entertainment,327,225,21,100,A
Mega Minis Volume 3,PSP,Misc,2011.0,Sony Computer Entertainment,0,5,0,2,A
Guilty Gear Xrd: Sign,PS3,Fighting,2014.0,Arc System Works,9,0,7,2,A
Our House,DS,Strategy,2009.0,Majesco Entertainment,15,0,0,1,A
Transformers: Devastation,XOne,Action,2015.0,Activision,9,3,0,1,A
Tom and Jerry in House Trap,PS,Action,2000.0,Ubisoft,11,7,0,1,A
The Weakest Link,PS,Misc,2001.0,Activision,5,3,0,1,A
Suzumiya Haruhi no Tsuisou,PS3,Adventure,2011.0,Namco Bandai Games,0,0,3,0,A
Super Robot Taisen MX Portable,PSP,Strategy,2005.0,Banpresto,0,0,9,0,A
F-14 Tomcat,GBA,Action,2001.0,Majesco Entertainment,50,19,0,1,A
Superman: The Man of Steel,XB,Action,2002.0,Atari,10,3,0,0,A
Ford Racing 3,XB,Racing,2004.0,Take-Two Interactive,7,2,0,0,A
Mobile Suit Gundam: Zeonic Front,PS2,Simulation,2001.0,Namco Bandai Games,9,7,25,2,A
Condemned 2: Bloodshot,PS3,Action,2008.0,Sega,17,16,0,7,A
Spider-Man 2,GBA,Action,2004.0,Activision,76,28,0,2,A
DT Carnage,PSP,Racing,2009.0,Agetec,3,0,0,0,A
Elkrone no Atelier: Dear for Otomate,PSP,Action,2012.0,Idea Factory,0,0,2,0,A
CIMA: The Enemy,GBA,Role-Playing,2003.0,Marvelous Interactive,2,1,0,0,A
Wall-E,Wii,Platform,2008.0,THQ,51,40,0,11,A
Shadow Man,PS,Action,1998.0,Acclaim Entertainment,14,9,0,2,A
Kiniro no Corda 3,PS2,Adventure,2010.0,Tecmo Koei,0,0,3,0,A
Petz: Hamsterz Life 2,GBA,Misc,2007.0,Ubisoft,1,0,0,0,A
Pokemon Stadium,N64,Strategy,1999.0,Nintendo,318,124,94,9,A
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,Platform,2005.0,Global Star,5,4,0,1,A
GT Advance Championship Racing,GBA,Racing,2001.0,THQ,24,9,0,1,A
Mortal Kombat: Deception,PS2,Fighting,2004.0,Midway Games,92,72,0,24,A
Skylanders: SuperChargers,PS4,Action,2015.0,Activision,17,8,0,5,A
The Urbz: Sims in the City,GC,Simulation,2004.0,Electronic Arts,24,14,0,2,A
Need for Speed: Most Wanted,X360,Racing,2005.0,Electronic Arts,100,17,2,10,A
Rock N' Roll Racing,SNES,Racing,1993.0,Interplay,0,0,1,0,A
Rewrite,PSV,Adventure,2014.0,Prototype,0,0,1,0,A
Alvin and the Chipmunks: Chipwrecked,DS,Misc,2011.0,505 Games,7,3,0,1,A
SpongeBob SquarePants: The Yellow Avenger,PSP,Action,2006.0,THQ,55,21,0,16,A
Hummer Badlands,PS2,Racing,2006.0,Global Star,2,2,0,1,A
50 Cent: Blood on the Sand,PS3,Shooter,2009.0,THQ,10,6,1,3,A
Harry Potter and the Goblet of Fire,XB,Action,2005.0,Electronic Arts,18,5,0,1,A
Hasbro Family Game Night Fun Pack,Wii,Misc,2011.0,Electronic Arts,11,0,0,1,A
Rengoku II:  The Stairway To H.E.A.V.E.N.,PSP,Action,2006.0,Konami Digital Entertainment,2,0,0,0,A
Lizzie McGuire 3: Homecoming Havoc,GBA,Platform,2005.0,Disney Interactive Studios,22,8,0,1,A
Paws & Claws: Pet Resort,Wii,Simulation,2009.0,THQ,10,0,0,1,A
The IdolM@ster: Gravure For You! Vol. 6,PS3,Action,2012.0,Namco Bandai Games,0,0,3,0,A
I Spy: Universe,DS,Puzzle,2010.0,Scholastic Inc.,13,0,0,1,A
BeatMania,PS,Simulation,1998.0,Konami Digital Entertainment,0,0,107,2,A
Trials Fusion,PS4,Racing,2014.0,Ubisoft,13,21,1,8,A
Syphon Filter: The Omega Strain,PS2,Shooter,2004.0,Sony Computer Entertainment,37,28,0,10,A
Hannah Montana: The Movie,X360,Adventure,2009.0,Disney Interactive Studios,14,6,0,2,A
Final Fantasy: The 4 Heroes of Light,DS,Role-Playing,2009.0,Square Enix,23,11,23,3,A
Phoenix,2600,Simulation,1981.0,Atari,42,2,0,0,A
Need for Speed: Porsche Unleashed,PS,Racing,1999.0,Electronic Arts,43,28,0,5,A
Dynasty Warriors 4,XB,Action,2003.0,Tecmo Koei,12,3,0,1,A
Murdered: Soul Suspect,X360,Action,2014.0,Square Enix,6,4,0,1,A
Lost in Blue 2,DS,Adventure,2007.0,Konami Digital Entertainment,1,1,5,0,A
Kilari: Na-san: Mon Meilleur Ami,DS,Simulation,2006.0,Konami Digital Entertainment,0,0,12,0,A
F.E.A.R. 2: Project Origin,PS3,Shooter,2009.0,Warner Bros. Interactive Entertainment,19,21,1,8,A
Sonic & All-Stars Racing Transformed,3DS,Racing,2012.0,Sega,12,15,0,2,A
Karaoke Revolution Volume 2,PS2,Misc,2004.0,Konami Digital Entertainment,11,9,0,3,A
Sakura Wars 3: Paris wa Moeteiru ka,DC,Adventure,2001.0,Sega,0,0,33,0,A
Plants vs. Zombies: Garden Warfare,PS3,Shooter,2014.0,Electronic Arts,22,40,1,14,A
Homefront,PC,Shooter,2011.0,THQ,11,10,0,3,A
Tokyo Xtreme Racer Zero,PS2,Racing,2000.0,Crave Entertainment,66,52,15,17,A
Godzilla: Save the Earth,XB,Fighting,2004.0,Atari,10,3,0,0,A
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,PSP,Adventure,2010.0,Yeti,0,0,3,0,A
Atari's Greatest Hits: Volume 2,DS,Misc,2011.0,Atari,6,0,0,0,A
Dora the Explorer: Super Star Adventures,GBA,Adventure,2004.0,Game Factory,17,6,0,0,A
Toukiden Kiwami,PSP,Action,2014.0,Tecmo Koei,0,0,5,0,A
Pachi-Slot Teiou: Golgo 13 Las Vegas (JP sales: but wrong system),PS2,Misc,2002.0,Media Entertainment,0,0,1,0,A
Just Dance,Wii,Misc,2009.0,Ubisoft,351,303,0,73,A
Lucian Bee's: Justice Yellow / Evil Violet,PS2,Adventure,2010.0,5pb,0,0,7,0,A
4 Nin uchi Mahjong,NES,Misc,1984.0,Nintendo,0,0,145,0,A
Dual Heroes,N64,Fighting,1997.0,Hudson Soft,4,1,0,0,A
Skylanders SWAP Force,PS3,Platform,2013.0,Activision,43,44,0,20,A
Busy Scissors,Wii,Simulation,2010.0,Little Orbit,8,0,0,0,A
SD Gundam GX,SNES,Strategy,1994.0,Namco Bandai Games,0,0,19,0,A
MX vs. ATV Untamed,PS3,Racing,2007.0,THQ,35,6,0,5,A
Killzone,PS2,Shooter,2004.0,Sony Computer Entertainment,79,3,0,13,A
Strikers 1945,SAT,Shooter,1996.0,Atlus,0,0,5,0,A
SingStar,PS2,Misc,2004.0,Sony Computer Entertainment,0,137,0,49,A
Clu Clu Land,NES,Puzzle,1984.0,Nintendo,42,10,28,2,A
Forza Horizon,X360,Racing,2012.0,Microsoft Game Studios,82,98,4,18,A
Namco Classic Fighter Collection,PS2,Fighting,2008.0,Namco Bandai Games,8,6,0,2,A
The Incredible Hulk,DS,Action,2008.0,Sega,22,0,0,2,A
K-On! After School Live!! HD Ver.,PS3,Action,2012.0,Sega,0,0,3,0,A
Tornado,DS,Action,null,Ignition Entertainment,7,0,0,0,A
Arcade Party Pak,PS,Misc,1999.0,Midway Games,6,4,0,1,A
Wario Land II,GB,Platform,1997.0,Nintendo,70,35,39,4,A
Shinken de Watashi ni Koi Shinasai! R,PS3,Action,2012.0,Minato Station,0,0,2,0,A
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,DS,Action,2011.0,THQ,7,3,0,1,A
FaceBreaker,PS3,Fighting,2008.0,Electronic Arts,13,3,0,2,A
Street Racer,PS,Racing,1996.0,Ubisoft,9,6,0,1,A
Wario Land 4,GBA,Platform,2001.0,Nintendo,90,73,54,9,A
L.A. Rush,XB,Racing,2005.0,Midway Games,11,3,0,1,A
D.Gray-man: Kami no Shitotachi,DS,Adventure,2007.0,Konami Digital Entertainment,0,0,5,0,A
Onsei Kanjou Sokuteiki: Kokoro Scan,DS,Misc,2007.0,Sega,0,0,4,0,A
Ferrari: The Race Experience,Wii,Racing,null,System 3 Arcade Software,0,1,0,0,A
Tales of Hearts,DS,Role-Playing,2008.0,Namco Bandai Games,0,0,24,0,A
Clock Zero: Shuuen no Ichibyou - ExTime,PSV,Action,2015.0,Idea Factory,0,0,2,0,A
Pok챕mon Mystery Dungeon: Blue Rescue Team,DS,Role-Playing,2005.0,Nintendo,115,6,83,0,A
Drome Racers,GBA,Racing,2003.0,THQ,2,1,0,0,A
Fighters Destiny,N64,Fighting,1998.0,Ocean,13,3,0,0,A
Rodea the Sky Soldier,3DS,Action,2015.0,Nippon Ichi Software,3,0,0,0,A
Robots,PS2,Action,2005.0,Vivendi Games,18,14,0,5,A
Rock Band,PS2,Misc,null,Electronic Arts,71,6,0,35,A
Tom and Jerry in War of the Whiskers,PS2,Fighting,2002.0,Ubisoft,13,10,0,3,A
Zoids Dash,DS,Role-Playing,2006.0,Tomy Corporation,0,0,2,0,A
Jet Moto 2,PS,Racing,1997.0,Sony Computer Entertainment,141,42,3,7,A
BattleTanx: Global Assault,N64,Action,1999.0,3DO,31,7,0,0,A
Dungeon Defenders,PC,Role-Playing,2011.0,Unknown,2,0,0,0,A
Fate/Tiger Colosseum Upper,PSP,Fighting,2008.0,Capcom,0,0,6,0,A
The Suite Life of Zack & Cody: Tipton Trouble,DS,Action,2006.0,Disney Interactive Studios,23,0,0,2,A
ATV: Quad Frenzy,DS,Racing,2005.0,Majesco Entertainment,10,0,0,1,A
Jackass the Game DS,DS,Action,2008.0,Empire Interactive,6,0,0,1,A
Batman: A Telltale Game Series,PS4,Adventure,2016.0,Telltale Games,1,2,0,1,A
CSI: Unsolved!,DS,Adventure,2010.0,Ubisoft,13,6,0,2,A
Rush 2: Extreme Racing USA,N64,Racing,1998.0,Midway Games,35,6,0,0,A
Arslan: The Warriors of Legend,XOne,Action,2016.0,Tecmo Koei,1,0,0,0,A
Pandemonium 2,PS,Platform,1997.0,BMG Interactive Entertainment,4,2,0,0,A
Super Monkey Ball 2,GC,Puzzle,2002.0,Atari,111,31,6,4,A
One Piece: Pirate Warriors 3,PSV,Action,2015.0,Namco Bandai Games,0,7,13,2,A
Odin Sphere,PS2,Role-Playing,2007.0,Square Enix,23,18,9,6,A
Ceville,PC,Action,2009.0,Kalypso Media,0,2,0,0,A
Castlevania: Curse of Darkness,PS2,Action,2005.0,Konami Digital Entertainment,18,14,5,5,A
Bushido Blade,PS,Fighting,1997.0,Sony Computer Entertainment,39,27,43,8,A
Ben 10 Alien Force: Vilgax Attacks,PSP,Action,2009.0,D3Publisher,13,19,0,11,A
Princess Frontier Portable,PSP,Adventure,2011.0,Alchemist,0,0,2,0,A
Buzz! The Mega Quiz,PS2,Misc,2007.0,Sony Computer Entertainment,32,6,0,50,A
Gran Turismo 4,PS2,Racing,2004.0,Sony Computer Entertainment,301,1,110,753,A
MX World Tour Featuring Jamie Little,PS2,Racing,2005.0,Play It,8,7,0,2,A
Capcom Classics Collection,PS2,Misc,2005.0,Capcom,22,17,5,6,A
Harvest Moon: The Tale of Two Towns,3DS,Simulation,null,Unknown,28,0,0,2,A
Terraria,PS4,Action,2014.0,505 Games,0,5,1,1,A
The Bee Game,DS,Adventure,2007.0,Midway Games,17,0,0,1,A
LEGO Rock Band,DS,Misc,2009.0,Warner Bros. Interactive Entertainment,33,9,0,4,A
TNA iMPACT!,PS3,Fighting,2008.0,Midway Games,22,12,0,6,A
Monster High: New Ghoul in School,X360,Action,2015.0,Little Orbit,0,4,0,0,A
Walt Disney's The Jungle Book: Rhythm N'Groove,PS2,Misc,2003.0,Disney Interactive Studios,12,10,0,3,A
Conflict: Denied Ops,PC,Shooter,2008.0,Eidos Interactive,0,1,0,0,A
Dead Rising,X360,Action,2006.0,Capcom,115,65,8,20,A
The Tale of Despereaux,Wii,Platform,2008.0,Brash Entertainment,4,0,0,0,A
Super Mario 3D Land,3DS,Platform,2011.0,Nintendo,488,299,213,78,A
Pet Vet: Down Under,DS,Simulation,2009.0,Deep Silver,4,0,0,0,A
Suzumiya Haruhi-Chan no Mahjong,PSP,Misc,2011.0,Kadokawa Shoten,0,0,2,0,A
Initial D: Special Stage,PS2,Racing,2003.0,Sega,0,0,27,0,A
Odin Sphere: Leifthrasir,PSV,Role-Playing,2016.0,Nippon Ichi Software,2,3,8,2,A
Legend of Kay,PS4,Action,2015.0,Nordic Games,2,3,0,1,A
Stranglehold,X360,Shooter,2007.0,Midway Games,40,33,1,9,A
Perfect Weapon,PS,Action,1996.0,American Softworks,13,9,0,2,A
Burnout,PS2,Racing,2001.0,Acclaim Entertainment,36,28,0,10,A
Samurai & Dragons,PSV,Action,2012.0,Sega,0,0,2,0,A
Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield,SAT,Misc,1995.0,Sega,0,0,5,0,A
Tetris Attack,GB,Puzzle,1996.0,Nintendo,0,0,23,0,A
Dead to Rights,XB,Shooter,2002.0,Electronic Arts,53,17,0,3,A
Van Helsing,PS2,Action,2004.0,Activision,22,17,0,6,A
Magical Vacation,GBA,Role-Playing,2001.0,Nintendo,0,0,26,1,A
Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu,DS,Adventure,2009.0,Arc System Works,0,0,1,0,A
The Lord of the Rings: War in the North,X360,Action,null,Warner Bros. Interactive Entertainment,52,26,0,8,A
MotoGP 3 - Official Game of MotoGP,PS2,Racing,2003.0,Namco Bandai Games,6,5,0,2,A
Machi: Unmei no Kousaten,PSP,Adventure,2006.0,ChunSoft,0,0,2,0,A
Bomberman World,PS,Puzzle,1998.0,Sony Computer Entertainment,6,4,22,2,A
Cardfight!! Vanguard: Lock On Victory!!,3DS,Misc,2014.0,FuRyu,0,0,7,0,A
Arabians Lost: The Engagement on Desert,PSP,Adventure,2012.0,Quinrose,0,0,1,0,A
Game Party 2,Wii,Misc,2008.0,Midway Games,130,44,0,17,A
Dance Sensation!,Wii,Misc,2010.0,Majesco Entertainment,6,0,0,0,A
SD Gundam G Generation DS,DS,Role-Playing,2005.0,Namco Bandai Games,0,0,9,0,A
Dynasty Warriors 8: Empires,PS4,Action,2014.0,Tecmo Koei,6,7,3,2,A
Sengoku Basara 4,PS3,Action,2014.0,Capcom,0,0,27,0,A
Hot Wheels: Beat That!,DS,Racing,2007.0,Activision,22,0,0,2,A
Honda ATV Fever,Wii,Racing,2010.0,Storm City Games,4,0,0,0,A
Shrek Extra Large,GC,Platform,2002.0,TDK Mediactive,13,3,0,0,A
Shrek's Carnival Craze Party Games,Wii,Misc,2008.0,Activision,28,0,0,2,A
Tom Clancy's Ghost Recon Advanced Warfighter,XB,Shooter,2006.0,Ubisoft,21,11,0,1,A
Naruto Shippuden: Dragon Blade Chronicles,Wii,Action,2009.0,505 Games,11,2,5,1,A
Shrek the Third,Wii,Action,2007.0,Activision,26,1,0,2,A
Summon Night X: Tears Crown,DS,Role-Playing,2009.0,Namco Bandai Games,0,0,5,0,A
Harry Potter and the Order of the Phoenix,PS2,Action,2007.0,Electronic Arts,13,10,0,3,A
Harry Potter and the Chamber of Secrets,PS,Action,2002.0,Electronic Arts,75,109,2,12,A
Shonen Jump's Yu-Gi-Oh! GX Card Almanac,DS,Misc,null,Konami Digital Entertainment,0,0,2,0,A
America Oudan Ultra-Quiz,SAT,Misc,1995.0,Victor Interactive,0,0,2,0,A
Guitar Hero: Aerosmith,PS2,Misc,2008.0,Activision,61,0,0,18,A
Twisted Metal 4,PS,Racing,1999.0,989 Studios,107,16,0,4,A
Mirror's Edge,PC,Platform,2009.0,Electronic Arts,0,5,0,1,A
TRON: Evolution,PS3,Action,2010.0,Disney Interactive Studios,27,10,0,5,A
Mata Hari: Betrayal is only a Kiss Away,PC,Adventure,2008.0,DTP Entertainment,0,2,0,0,A
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,XB,Adventure,2005.0,Activision,1,0,0,0,A
Suzuki TT Superbikes,PS2,Racing,2005.0,Jester Interactive,33,1,0,5,A
NASCAR 2000,N64,Racing,1999.0,Electronic Arts,49,3,0,0,A
M&M's Blast!,GBA,Puzzle,2001.0,Unknown,20,7,0,0,A
My Baby: First Steps,DS,Simulation,2009.0,SouthPeak Games,28,3,0,2,A
Call Of Duty 2: Big Red One,PS2,Shooter,2005.0,Activision,148,92,1,26,A
F1 2016 (Codemasters),PS4,Racing,2016.0,Codemasters,1,21,1,4,A
Assassin's Creed II,PC,Action,2010.0,Ubisoft,1,45,0,11,A
WWE SmackDown vs. Raw 2011,Wii,Fighting,2010.0,THQ,30,13,0,4,A
.hack//G.U. Vol.2//Reminisce (jp sales),PS2,Role-Playing,2006.0,Namco Bandai Games,0,0,16,0,A
Auto Modellista,PS2,Racing,2002.0,Capcom,19,15,0,5,A
The Sims: Bustin' Out,PS2,Simulation,2003.0,Electronic Arts,107,119,0,18,A
Summon Night 3,PS2,Role-Playing,2003.0,Banpresto,0,0,24,0,A
XBLAZE Code: Embryo,PSV,Adventure,2013.0,Arc System Works,3,0,1,1,A
One Piece Mansion,PS,Action,2001.0,Capcom,1,1,0,0,A
Kao the Kangaroo Round 2,GC,Platform,2005.0,JoWood Productions,1,0,0,0,A
Densetsu no Stafi 2,GBA,Platform,2003.0,Nintendo,0,0,43,1,A
Kekkaishi: Kokubourou Shuurai,DS,Action,2008.0,Namco Bandai Games,0,0,3,0,A
Transformer: Rise of the Dark Spark,PS3,Action,2014.0,Activision,4,5,1,2,A
The Lord of the Rings: War in the North,PS3,Action,null,Warner Bros. Interactive Entertainment,25,45,1,15,A
Flipnic: Ultimate Pinball,PS2,Misc,2003.0,Ubisoft,3,2,0,1,A
Nacho Libre,DS,Action,2006.0,Majesco Entertainment,3,0,0,0,A
Tom Clancy's Rainbow Six 3,PS2,Shooter,2004.0,Ubisoft,40,31,0,10,A
Divinity: Original Sin,PC,Role-Playing,2014.0,Focus Home Interactive,0,2,0,0,A
Triggerheart Excelica Enhanced,PS2,Shooter,2009.0,Alchemist,0,0,2,0,A
LEGO Star Wars III: The Clone Wars,PS3,Action,2011.0,LucasArts,52,49,0,20,A
Exhibition Volume 4,XB,Misc,2003.0,Microsoft Game Studios,5,2,0,0,A
Clash of the Titans,PS3,Action,2010.0,Namco Bandai Games,9,16,1,6,A
WWE SmackDown vs. Raw 2010,DS,Fighting,2009.0,THQ,35,14,0,5,A
Crystal Castles,2600,Action,1983.0,Atari,72,4,0,1,A
Drawn to Life,DS,Action,2007.0,THQ,71,2,0,6,A
Star Gladiator Episode: I Final Crusade,PS,Fighting,1996.0,Virgin Interactive,7,5,15,2,A
Tottadoo! Yoiko no Mujintou Seikatsu,DS,Adventure,2008.0,Namco Bandai Games,0,0,19,0,A
World of Dragon Warrior - Torneko: The Last Hope,PS,Role-Playing,1999.0,Enix Corporation,2,1,57,4,A
Tales of the Abyss,3DS,Role-Playing,2011.0,Namco Bandai Games,42,19,14,6,A
Shin Megami Tensei IV: Final,3DS,Role-Playing,2016.0,Deep Silver,3,0,14,0,A
Nickelodeon Party Blast,XB,Misc,2002.0,Infogrames,16,5,0,1,A
Tales of Zestiria,PS3,Role-Playing,2015.0,Namco Bandai Games,5,9,42,3,A
The Dog Island,Wii,Adventure,2007.0,Ubisoft,35,1,0,3,A
Psycho-Pass,XOne,Adventure,2014.0,5pb,0,0,1,0,A
Kenshuui Tendo Dokuta,DS,Simulation,2004.0,Spike,0,0,8,0,A
Guitar Hero,PS2,Misc,2005.0,RedOctane,167,61,3,7,A
Bolt,PS3,Adventure,2008.0,Disney Interactive Studios,12,5,0,2,A
Last Escort: Club Katze,PSP,Adventure,2010.0,D3Publisher,0,0,3,0,A
Kenka Banchou 4: Ichinen Sensou,PSP,Action,2010.0,Spike,0,0,19,0,A
Puyo Puyo 7,PSP,Puzzle,2009.0,Sega,0,0,3,0,A
DanceDanceRevolution,PS3,Simulation,2010.0,Konami Digital Entertainment,12,5,0,2,A
Deadly Arts,N64,Fighting,1998.0,Konami Digital Entertainment,3,1,0,0,A
Assassin's Creed IV: Black Flag,X360,Action,2013.0,Ubisoft,190,113,1,28,A
Farming Simulator 2015,XOne,Simulation,2015.0,Koch Media,10,7,0,2,A
Risk / Battleship / Clue,GBA,Misc,2005.0,Zoo Digital Publishing,25,9,0,1,A
Country Dance 2,Wii,Misc,2011.0,GameMill Entertainment,44,0,0,3,A
Board Game: Top Shop,PS,Misc,1999.0,Success,1,1,0,0,A
Gekijouban Madoka Magicka: The Battle Pentagram,PSV,Action,2013.0,Namco Bandai Games,0,0,8,0,A
Spyro: A Hero's Tail,PS2,Platform,2004.0,Vivendi Games,32,25,0,8,A
James Bond 007: Agent Under Fire,GC,Shooter,2002.0,Electronic Arts,56,15,0,2,A
Napoleon: Total War,PC,Strategy,2010.0,Sega,2,52,0,12,A
ATV Offroad Fury: Blazin' Trails,PSP,Racing,2005.0,SouthPeak Games,53,0,0,4,A
Colosseum: Road to Freedom,PS2,Role-Playing,2005.0,Tecmo Koei,3,3,0,1,A
